frame,time,handle_visible,visibility,visible_side,occlusion_reason,handle_shape_visible,handle_body_relation,hand_contact_visible,hand_contact_part,handle_contact,body_contact,rim_contact,hand_occludes_handle,body_self_occludes_handle,yaw_anchor_quality,recommended_visibility_constraint,confidence,short_reason
35,1.416667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
36,1.458333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
37,1.500000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
38,1.541667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
39,1.583333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
40,1.625000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body itself."
41,1.666667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
42,1.708333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body itself."
43,1.750000,True,visible,right,none,partial_arc,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is partially visible on right side, hand clearly gripping it."
44,1.791667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
45,1.833333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with fingers wrapped around it."
46,1.875000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
47,1.916667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
48,1.958333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
49,2.000000,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
50,2.041667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
51,2.083333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand gripping it."
52,2.125000,True,visible,right,none,partial_arc,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is partially visible on right side, hand clearly grasping it."
53,2.166667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with fingers wrapped around it."
54,2.208333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with fingers wrapped around it."
55,2.250000,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
56,2.291667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand gripping it."
57,2.333333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with fingers wrapped around it, providing high-quality yaw anchor."
58,2.375000,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand gripping it."
59,2.416667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
60,2.458333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand gripping it."
61,2.500000,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
62,2.541667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
63,2.583333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with fingers wrapped around it."
64,2.625000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
65,2.666667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
66,2.708333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
67,2.750000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
68,2.791667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
69,2.833333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand is on mug body, not handle."
70,2.875000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand is on mug body, not handle."
71,2.916667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
72,2.958333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,True,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
73,3.000000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,True,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
74,3.041667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
75,3.083333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
76,3.125000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
77,3.166667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,True,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
78,3.208333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,True,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
79,3.250000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
80,3.291667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
81,3.333333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand is on mug body, not handle."
82,3.375000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
83,3.416667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,True,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
84,3.458333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand is on mug body, not handle."
85,3.500000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
86,3.541667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
87,3.583333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
88,3.625000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body itself."
89,3.666667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand gripping it."
90,3.708333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand gripping it."
91,3.750000,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand gripping it."
92,3.791667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with fingers wrapped around it."
93,3.833333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
94,3.875000,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with fingers wrapped around it."
95,3.916667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
96,3.958333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, hand is gripping the handle loop."
97,4.000000,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on the right side, with hand fingers wrapped around it."
98,4.041667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
99,4.083333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body itself."
100,4.125000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
101,4.166667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
102,4.208333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
103,4.250000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
104,4.291667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
105,4.333333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
106,4.375000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
107,4.416667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body; hand grips mug body, not handle."
108,4.458333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
109,4.500000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
110,4.541667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
111,4.583333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
112,4.625000,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
113,4.666667,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is hidden on the far side of the mug, occluded by the mug body itself."
114,4.708333,False,hidden,unknown,far_side,not_visible,not_visible,True,body,False,True,False,False,True,low,force_hidden_far_side,0.95,"Handle is on far side, hidden by mug body, hand is on mug body, not handle."
115,4.750000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
116,4.791667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasping the left-side handle of the mug, with the handle fully visible and not occluded."
117,4.833333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasping the left-side handle of the mug, with the handle fully visible and not occluded."
118,4.875000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, making it fully visible and unoccluded."
119,4.916667,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasping the right-side handle of the mug, handle is fully visible and not occluded."
120,4.958333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
121,5.000000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
122,5.041667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
123,5.083333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
124,5.125000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
125,5.166667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
126,5.208333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
127,5.250000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
128,5.291667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
129,5.333333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on left side, hand is gripping the handle loop."
130,5.375000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
131,5.416667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
132,5.458333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
133,5.500000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle of the mug, with the handle fully visible and not occluded."
134,5.541667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
135,5.583333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
136,5.625000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
137,5.666667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
138,5.708333,True,visible,right,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the right-side handle of the mug, which is fully visible and not occluded."
139,5.750000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
140,5.791667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
141,5.833333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
142,5.875000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
143,5.916667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
144,5.958333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
145,6.000000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
146,6.041667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
147,6.083333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
148,6.125000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
149,6.166667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
150,6.208333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
151,6.250000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
152,6.291667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly grasping the left-side handle of the mug, with the handle fully visible and not occluded."
153,6.333333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left handle of the mug, which is fully visible and not occluded."
154,6.375000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly grasping the left-side handle of the mug, making the C-loop visible and unoccluded."
