case_name,stage,frame,time,query_type,input_image_path,input_render_path,highlight_layer,question,choices,hoi_profile_source,object_part_choices,contact_relation_choices,gate_policy
volleyball,stage2,65,2.666667,contact_relation_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00065_contact_relation_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00065_contact_relation_check.png,contact_candidate_overlay,What is the highlighted object contact region closest to?,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage2,222,9.208333,contact_relation_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00222_contact_relation_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00222_contact_relation_check.png,contact_candidate_overlay,What is the highlighted object contact region closest to?,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage2,1,0.000000,contact_relation_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00001_contact_relation_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00001_contact_relation_check.png,contact_candidate_overlay,What is the highlighted object contact region closest to?,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage2,119,4.916667,contact_relation_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00119_contact_relation_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage2/evidence/frame00119_contact_relation_check.png,contact_candidate_overlay,What is the highlighted object contact region closest to?,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage3,1,0.000000,overlay_alignment_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage3/evidence/frame00001_overlay_alignment_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage3/evidence/frame00001_overlay_alignment_check.png,render_overlay,"Does the rendered object overlay sit on top of the same visible physical object in the video? Choose aligned only if the rendered object follows the real visible object; choose lateral_shift, wrong_scale, or rotation_error if it is offset, too long/short, or at a different angle.",aligned|lateral_shift|depth_shift|wrong_scale|rotation_error|wrong_object|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage3,121,5.000000,overlay_alignment_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage3/evidence/frame00121_overlay_alignment_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage3/evidence/frame00121_overlay_alignment_check.png,render_overlay,"Does the rendered object overlay sit on top of the same visible physical object in the video? Choose aligned only if the rendered object follows the real visible object; choose lateral_shift, wrong_scale, or rotation_error if it is offset, too long/short, or at a different angle.",aligned|lateral_shift|depth_shift|wrong_scale|rotation_error|wrong_object|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage3,240,9.958333,overlay_alignment_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage3/evidence/frame00240_overlay_alignment_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage3/evidence/frame00240_overlay_alignment_check.png,render_overlay,"Does the rendered object overlay sit on top of the same visible physical object in the video? Choose aligned only if the rendered object follows the real visible object; choose lateral_shift, wrong_scale, or rotation_error if it is offset, too long/short, or at a different angle.",aligned|lateral_shift|depth_shift|wrong_scale|rotation_error|wrong_object|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,10,0.375000,anchor_update_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00010_anchor_update_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00010_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,65,2.666667,anchor_update_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00065_anchor_update_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00065_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,222,9.208333,anchor_update_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00222_anchor_update_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00222_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,1,0.000000,anchor_update_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00001_anchor_update_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00001_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,119,4.916667,anchor_update_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00119_anchor_update_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00119_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,10,0.375000,temporal_motion_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00010_temporal_motion_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00010_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,65,2.666667,temporal_motion_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00065_temporal_motion_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00065_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,222,9.208333,temporal_motion_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00222_temporal_motion_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00222_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,1,0.000000,temporal_motion_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00001_temporal_motion_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00001_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
volleyball,stage4,119,4.916667,temporal_motion_check,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00119_temporal_motion_check.png,/tmp/audiohoi-nine/samples_known_object/13_volleyball/results/scientific_audio_ablation/visual_vlm_only/vlm/stage4/evidence/frame00119_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,case_config_default,ball_center|ball_boundary|ball_bottom|background|unclear,both_hands_on_ball_center|left_hand_on_ball_center|right_hand_on_ball_center|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
